title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Lower Fuel Prices Package,"<div>The Lower Fuel Prices (CPN) package includes reducing fuel VAT and excise taxes, and introducing a maximum price at the pump<br>Â - Poland has introduced maximum retail prices for petrol and diesel. Retailers caught selling above the cap face fines of up to 1 million zloty (â¬233,000)<br>Â - Poland has announced temporary reductions in both VAT and excise duty on fuel (petrol, diesel and biocomponents constituting self-contained fuels). The package includes VAT reduction on fuels (from 23% to 8%) and excise duty reduction (lowered to the minimum allowed under EU rules). VAT reduction are foreseen to end on 31.05.2026, and 31.05.2026 for the excise duty reduction.Â </div>",In force,2026,National,International Energy Agency,2026-03-26,2026,https://www.gov.pl/web/finanse/rzad-po-raz-kolejny-przedluzyl-nizszy-vat-i-akcyze-w-ramach-pakietu-paliwowego,,1779871174517,"[{""iso3"":""POL"",""name"":""Poland""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
National Programme on Advanced Chemistry Cell (ACC) Battery Storage,"<div>The National Programme on Advanced Chemistry Cell (ACC) Battery Storage has a total outlay of â¹18,100 Crore for a capacity of 50 GWh for a period of 5 years after gestation period of 2 years.</div>",In force,2025,National,International Energy Agency,2025-03-18,,https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=2112233&reg=3&lang=2,,1776094930484,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
Assistance in Deploying Energy Efficient Technologies in Industries & Establishments (ADEETIE),"<div>ADEETIE (Assistance in Deploying Energy Efficient Technologies in Industries &amp; Establishments) is a â¹1000 crore Indian government scheme to help Micro, Small, and Medium Enterprises adopt energy-efficient technologies. Managed by the Bureau of Energy Efficiency, it provides 3-5% interest subvention on loans alongside technical support like energy audits and detailed project reports.Â </div>",In force,2025,National,International Energy Agency,2025-07-15,,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2144822&reg=3&lang=2,,1776102199149,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
Key Research Directions for Green and Low-Carbon Standards in Industry and Information Technology (2025-2027),"<div>The Ministry of Industry and Information Technology's plan highlights its key reseach focus for 2025-2027, around advanced manufacturing, carbon management, energy efficiency, waste heat recovery, hydrogen, data centre, recycling, electric vehicles, battery and water saving in industry..</div>",In force,2025,National,International Energy Agency,2025-06-13,2027,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2025/art_e9123ba56ce74d74b09124019c7d509b.html,,1776170179537,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null},{""topic"":""Industry"",""family"":""General legal framework"",""name"":""Strategic plans"",""category"":null}]"
New Energy Vehicle Tax Exemption (half rate),"<div>From 2026 onwards, the Chinese government reduced the NEV tax exemption for consumers to 50%.</div>",In force,2026,National,International Energy Agency,2026-01-01,2027,https://guangdong.chinatax.gov.cn/gdsw/wwkjxz/2023-10/17/c7395b50dcbb42c3ad35a77b478198b5/files/2d620e0186054ea796c0fcc4ae67f2fd.pptx,,1776174197821,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Light-duty vehicles""},{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""2-/3-wheelers""}]"
Support for Solar and Wind Projects,"<div>The Energy, Nuclear and Mining Research Council of TÃ¼rkiye (TENMAK) has launched two project calls for solar PV and wind within the framework of the Technology and Product Development Projects Support Programme. Each call has a budget of TRY 150 million (EUR 3 million). Each project will be supported by at least one industrial partner, which will provide at least 10% of the total project budget. Project calls were open for applications until January 15, 2026.</div>",In force,2025,National,International Energy Agency,2025-10-16,,https://enerji.gov.tr/haber-detay?id=31608,,1776343213789,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""}]"
Investment in battery innovation and production projects,"<div>Natural Resources Canada invested over USD 16 million (CAD 22 million) in support of eight projects to accelerate battery innovation and production capacity. More specifically, the investment will support key priorities for Canada, namely enhancing battery performance and reducing costs, strengthening energy security and improving supply chain competitiveness, and supporting the development and scale-up of new technologies.</div>",In force,2025,National,International Energy Agency,2025-10-03,,https://www.canada.ca/en/natural-resources-canada/news/2025/10/canada-advances-battery-innovation-with-made-in-canada-technology0.html,,1776355390604,"[{""iso3"":""CAN"",""name"":""Canada""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Other""}]"
 Electric Vehicle Affordability Program (EVAP),"<div>Canada launched a new EV affordability incentive programme, offering up to USD 3 650 (CAD 5 000) for batteryâelectric and fuelâcell vehicles and USD 1800 (CAD 2 500) for plugâin hybrids, for vehicles purchased or leased. The programme targets lowerâcost EVs, supports domestic manufacturing and complements investments in charging infrastructure. To qualify, EVs must be made in Canada or in countries that have free-trade agreements with Canada.</div>",In force,2026,National,International Energy Agency,2026-02-16,,https://tc.canada.ca/en/road-transportation/innovative-technologies/electric-vehicles/electric-vehicle-affordability-program,,1776357089308,"[{""iso3"":""CAN"",""name"":""Canada""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Charging infrastructure spending programmes"",""category"":null},{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Other""},{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Light-duty vehicles""}]"
 National Energy Efficiency Programme - energy efficiency and decarbonation promotion,<div>The programme aims at promoting projects for the conversion and efficiency of fuel consumption and for energy efficiency in electricity use in the industrial sector.Â </div>,In force,2025,National,International Energy Agency,2025-08-04,2028,https://www.gov.il/en/pages/energy-efficiency-plan,,1776427915411,"[{""iso3"":""ISR"",""name"":""Israel""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
Purchase tax on electric vehicles,<div>The purchase tax rate on electric vehicles increased from the rebated 45% rate to 48% in January 2026.</div>,In force,2026,National,International Energy Agency,2025-11-12,,https://www.timesofisrael.com/wave-of-price-rises-and-tax-hikes-takes-effect-fueling-costs-for-israelis-in-2026/,,1776429324337,"[{""iso3"":""ISR"",""name"":""Israel""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Light-duty vehicles""}]"
Transition from Rapid Expansion to System Integration,"<div>The Ministry of New and Renewable Energy released its new priorities, highlighting Indiaâs transition from rapid expansion to system integration, ensuring stable, reliable, and sustainable renewable growth. The strategy prioritizes ""firm and dispatchable"" power through hybrid projects, RTC supply, and Battery Energy Storage Systems.Â </div>",In force,2025,National,International Energy Agency,2025-10-22,,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2181433&reg=3&lang=2,,1776863140490,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
Renewable Energy Policy 2025,"<div>The policy sets targets to meet 20% of the nationâs power demand through renewable sources by 2030 and 30% by 2040. It provides financial incentives, including a 10-year corporate income tax exemption and duty-free imports for renewable energy components and raw materials. The framework introduces regulatory mandates such as Renewable Purchase Obligations (RPO) and a certificate mechanism to encourage utility-scale and private sector investment. Its scope covers diverse technologies including solar, wind, green hydrogen, and waste-to-energy, while emphasising grid stability through Battery Energy Storage Systems (BESS)</div>",In force,2025,National,International Energy Agency,2025-05-28,,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-powercell/2024/12/e090083ecd2142208d945bcb086334e0.pdf,,1776866083601,"[{""iso3"":""BGD"",""name"":""Bangladesh""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
Customs duty exemptions on import of critical minerals scrap and capital goods for manufacturing EV batteries,"<div>In its national budget for financial year (FY) 2025-2026, India fully exempted the basic customs duty on the import of Cobalt powder and waste and scrap of 12 critical minerals listed below:Â </div><ul><li>Antimony</li><li>Beryllium</li><li>Bismuth</li><li>Cobalt</li><li>Cadmium</li><li>Molybdenum</li><li>Rhenium</li><li>Tantalum</li><li>Tin</li><li>Tungsten</li><li>Zirconium</li><li>Copper scrap (limited tariff entries)</li></ul><div>In addition, the budget also exempted the basic customs duty on the import of waste and scrap of lithium-ion battery and on capital goods for EV battery manufacturing.</div>",In force,2025,National,International Energy Agency,2025-02-02,,https://www.indiabudget.gov.in/doc/Finance_Bill.pdf,,1779456920690,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""Economic"",""name"":""Tax credits and exemptions"",""category"":null},{""topic"":""Critical Minerals"",""family"":""Economic"",""name"":""Tax incentives"",""category"":null}]"
