event_id,policy_id,country,policy_name,timeline_year,timeline_lane,policy_type,policy_subtype,risk_level,risk_score,impact_score,relevance_score,timeline_weight,is_stock_constraint,is_future_constraint,catl_risk_dimension,risk_direction,summary_label,hover_text,source_url,url,policy_risk_score_norm
timeline_policy_portugal_grants_for_the_purchase_of_electric_taxis_2025,policy_portugal_grants_for_the_purchase_of_electric_taxis_2025,Portugal,Grants for the purchase of electric taxis,2025,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Portugal｜tax_royalty｜中高,国家：Portugal<br>政策名称：Grants for the purchase of electric taxis<br>政策类型：tax_royalty<br>生效年份：2025<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.portugal.gov.pt/pt/gc24/comunicacao/noticia?i=governo-reforca-com-mais-um-milhao-de-euros-o-apoio-a-modernizacao-do-setor-dos-taxis,https://www.portugal.gov.pt/pt/gc24/comunicacao/noticia?i=governo-reforca-com-mais-um-milhao-de-euros-o-apoio-a-modernizacao-do-setor-dos-taxis,https://www.portugal.gov.pt/pt/gc24/comunicacao/noticia?i=governo-reforca-com-mais-um-milhao-de-euros-o-apoio-a-modernizacao-do-setor-dos-taxis,0.6
timeline_policy_serbia_law_on_mandatory_reserves_of_oil_law_on_mandatory_reserve_of_oil_derivatives_and_law_on_mandatory_reserve_,policy_serbia_law_on_mandatory_reserves_of_oil_law_on_mandatory_reserve_of_oil_derivatives_and_law_on_mandatory_reserve_,Serbia,"Law on mandatory reserves of oil, law on mandatory reserve of oil derivatives and law on mandatory reserve of natural gas",2025,其他政策约束,unknown,unknown,中,0.48,0.9,0.35,0.551,False,False,policy_compliance,neutral,Serbia｜unknown｜中,"国家：Serbia<br>政策名称：Law on mandatory reserves of oil, law on mandatory reserve of oil derivatives and law on mandatory reserve of natural gas<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.48<br>影响维度：policy_compliance<br>来源：https://www.mre.gov.rs/vest/13588/narodna-skupstina-usvojila-zakon-o-nafti-zakon-o-gasu-i-zakon-o-obaveznim-rezervama-nafte-derivata-nafte-i-prirodnog-gasa.php",https://www.mre.gov.rs/vest/13588/narodna-skupstina-usvojila-zakon-o-nafti-zakon-o-gasu-i-zakon-o-obaveznim-rezervama-nafte-derivata-nafte-i-prirodnog-gasa.php,https://www.mre.gov.rs/vest/13588/narodna-skupstina-usvojila-zakon-o-nafti-zakon-o-gasu-i-zakon-o-obaveznim-rezervama-nafte-derivata-nafte-i-prirodnog-gasa.php,0.48
timeline_policy_chinese_taipei_carbon_fee_system_under_climate_change_response_act_2025,policy_chinese_taipei_carbon_fee_system_under_climate_change_response_act_2025,Chinese Taipei,Carbon Fee System under Climate Change Response Act,2025,其他政策约束,unknown,unknown,中,0.48,0.9,0.35,0.551,False,False,policy_compliance,neutral,Chinese Taipei｜unknown｜中,国家：Chinese Taipei<br>政策名称：Carbon Fee System under Climate Change Response Act<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.48<br>影响维度：policy_compliance<br>来源：https://www.moenv.gov.tw/en/news/press-releases/30237.html,https://www.moenv.gov.tw/en/news/press-releases/30237.html,https://www.moenv.gov.tw/en/news/press-releases/30237.html,0.48
timeline_policy_portugal_the_national_railway_plan_2025,policy_portugal_the_national_railway_plan_2025,Portugal,The National Railway Plan,2025,战略规划与产业支持,strategic_plan,unknown,低,0.38,0.9,0.55,0.546,False,False,policy_compliance,supportive,Portugal｜strategic_plan｜低,国家：Portugal<br>政策名称：The National Railway Plan<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.38<br>影响维度：policy_compliance<br>来源：https://diariodarepublica.pt/dr/detalhe/resolucao-conselho-ministros/77-2025-915239713,https://diariodarepublica.pt/dr/detalhe/resolucao-conselho-ministros/77-2025-915239713,https://diariodarepublica.pt/dr/detalhe/resolucao-conselho-ministros/77-2025-915239713,0.38
timeline_policy_republic_of_turkiye_t_rkiye_s_critical_and_strategic_minerals_list_2025,policy_republic_of_turkiye_t_rkiye_s_critical_and_strategic_minerals_list_2025,Republic of Turkiye,TÃ¼rkiyeâs Critical and Strategic Minerals List,2025,其他政策约束,unknown,unknown,中,0.48,0.4,0.9,0.546,False,False,policy_compliance,neutral,Republic of Turkiye｜unknown｜中,国家：Republic of Turkiye<br>政策名称：TÃ¼rkiyeâs Critical and Strategic Minerals List<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.48<br>影响维度：policy_compliance<br>来源：https://enerji.gov.tr/Media/Dizin/TKDB/tr/Belgeler/Critical_and_Strategic_Minerals_Report_Eng.pdf,https://enerji.gov.tr/Media/Dizin/TKDB/tr/Belgeler/Critical_and_Strategic_Minerals_Report_Eng.pdf,https://enerji.gov.tr/Media/Dizin/TKDB/tr/Belgeler/Critical_and_Strategic_Minerals_Report_Eng.pdf,0.48
timeline_policy_mexico_electric_sector_development_plan_2025_2039_2025,policy_mexico_electric_sector_development_plan_2025_2039_2025,Mexico,Electric Sector Development Plan 2025-2039,2025,其他政策约束,unknown,unknown,中,0.48,0.4,0.9,0.546,False,False,policy_compliance,neutral,Mexico｜unknown｜中,国家：Mexico<br>政策名称：Electric Sector Development Plan 2025-2039<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.48<br>影响维度：policy_compliance<br>来源：https://www.dof.gob.mx/nota_detalle.php?codigo=5770297&fecha=17/10/2025#gsc.tab=0,https://www.dof.gob.mx/nota_detalle.php?codigo=5770297&fecha=17/10/2025#gsc.tab=0,https://www.dof.gob.mx/nota_detalle.php?codigo=5770297&fecha=17/10/2025#gsc.tab=0,0.48
timeline_policy_india_customs_duty_exemptions_on_import_of_critical_minerals_scrap_and_capital_goods_for_manufacturing_ev_batteri,policy_india_customs_duty_exemptions_on_import_of_critical_minerals_scrap_and_capital_goods_for_manufacturing_ev_batteri,India,Customs duty exemptions on import of critical minerals scrap and capital goods for manufacturing EV batteries,2025,其他政策约束,unknown,unknown,中,0.48,0.4,0.9,0.546,False,False,policy_compliance,neutral,India｜unknown｜中,国家：India<br>政策名称：Customs duty exemptions on import of critical minerals scrap and capital goods for manufacturing EV batteries<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.48<br>影响维度：policy_compliance<br>来源：https://www.indiabudget.gov.in/doc/Finance_Bill.pdf,https://www.indiabudget.gov.in/doc/Finance_Bill.pdf,https://www.indiabudget.gov.in/doc/Finance_Bill.pdf,0.48
timeline_policy_united_states_us_korea_critical_minerals_arrangement_2025,policy_united_states_us_korea_critical_minerals_arrangement_2025,United States,US-Korea Critical Minerals Arrangement,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.528,False,False,policy_compliance,neutral,United States｜unknown｜中,国家：United States<br>政策名称：US-Korea Critical Minerals Arrangement<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.whitehouse.gov/fact-sheets/2025/10/fact-sheet-president-donald-j-trump-brings-home-more-billion-dollar-deals-during-state-visit-to-the-republic-of-korea/,https://www.whitehouse.gov/fact-sheets/2025/10/fact-sheet-president-donald-j-trump-brings-home-more-billion-dollar-deals-during-state-visit-to-the-republic-of-korea/,https://www.whitehouse.gov/fact-sheets/2025/10/fact-sheet-president-donald-j-trump-brings-home-more-billion-dollar-deals-during-state-visit-to-the-republic-of-korea/,0.45
timeline_policy_united_states_quad_critical_minerals_initiative_2025,policy_united_states_quad_critical_minerals_initiative_2025,United States,Quad Critical Minerals Initiative,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.528,False,False,policy_compliance,neutral,United States｜unknown｜中,国家：United States<br>政策名称：Quad Critical Minerals Initiative<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,0.45
timeline_policy_australia_quad_critical_minerals_initiative_2025,policy_australia_quad_critical_minerals_initiative_2025,Australia,Quad Critical Minerals Initiative,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.528,False,False,policy_compliance,neutral,Australia｜unknown｜中,国家：Australia<br>政策名称：Quad Critical Minerals Initiative<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,https://www.state.gov/releases/office-of-the-spokesperson/2025/07/joint-statement-from-the-quad-foreign-ministers-meeting-in-washington/,0.45
timeline_policy_united_states_us_malaysia_memorandum_of_understanding_concerning_cooperation_to_diversify_global_critical_mineral,policy_united_states_us_malaysia_memorandum_of_understanding_concerning_cooperation_to_diversify_global_critical_mineral,United States,US-Malaysia Memorandum of Understanding Concerning Cooperation to Diversify Global Critical Minerals Supply Chains and Promote Investments,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.522,False,False,policy_compliance,neutral,United States｜unknown｜中,国家：United States<br>政策名称：US-Malaysia Memorandum of Understanding Concerning Cooperation to Diversify Global Critical Minerals Supply Chains and Promote Investments<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.whitehouse.gov/briefings-statements/2025/10/memorandum-of-understanding-between-the-government-of-the-united-states-of-america-and-the-government-of-malaysia-concerning-cooperation-to-diversify-global-critical-minerals-supply-chains-and-promote/,https://www.whitehouse.gov/briefings-statements/2025/10/memorandum-of-understanding-between-the-government-of-the-united-states-of-america-and-the-government-of-malaysia-concerning-cooperation-to-diversify-global-critical-minerals-supply-chains-and-promote/,https://www.whitehouse.gov/briefings-statements/2025/10/memorandum-of-understanding-between-the-government-of-the-united-states-of-america-and-the-government-of-malaysia-concerning-cooperation-to-diversify-global-critical-minerals-supply-chains-and-promote/,0.45
timeline_policy_united_states_us_argentina_framework_for_an_agreement_on_reciprocal_trade_and_investment_2025,policy_united_states_us_argentina_framework_for_an_agreement_on_reciprocal_trade_and_investment_2025,United States,US-Argentina Framework for an Agreement on Reciprocal Trade and Investment,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.522,False,False,policy_compliance,neutral,United States｜unknown｜中,国家：United States<br>政策名称：US-Argentina Framework for an Agreement on Reciprocal Trade and Investment<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.whitehouse.gov/briefings-statements/2025/11/joint-statement-on-framework-for-a-united-states-argentina-agreement-on-reciprocal-trade-and-investment/,https://www.whitehouse.gov/briefings-statements/2025/11/joint-statement-on-framework-for-a-united-states-argentina-agreement-on-reciprocal-trade-and-investment/,https://www.whitehouse.gov/briefings-statements/2025/11/joint-statement-on-framework-for-a-united-states-argentina-agreement-on-reciprocal-trade-and-investment/,0.45
timeline_policy_argentina_us_argentina_framework_for_an_agreement_on_reciprocal_trade_and_investment_2025,policy_argentina_us_argentina_framework_for_an_agreement_on_reciprocal_trade_and_investment_2025,Argentina,US-Argentina Framework for an Agreement on Reciprocal Trade and Investment,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.522,False,False,policy_compliance,neutral,Argentina｜unknown｜中,国家：Argentina<br>政策名称：US-Argentina Framework for an Agreement on Reciprocal Trade and Investment<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.whitehouse.gov/briefings-statements/2025/11/joint-statement-on-framework-for-a-united-states-argentina-agreement-on-reciprocal-trade-and-investment/,https://www.whitehouse.gov/briefings-statements/2025/11/joint-statement-on-framework-for-a-united-states-argentina-agreement-on-reciprocal-trade-and-investment/,https://www.whitehouse.gov/briefings-statements/2025/11/joint-statement-on-framework-for-a-united-states-argentina-agreement-on-reciprocal-trade-and-investment/,0.45
timeline_policy_united_states_us_kazakhstan_memorandum_of_understanding_on_critical_minerals_cooperation_2025,policy_united_states_us_kazakhstan_memorandum_of_understanding_on_critical_minerals_cooperation_2025,United States,US-Kazakhstan Memorandum of Understanding on Critical Minerals Cooperation,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.522,False,False,policy_compliance,neutral,United States｜unknown｜中,国家：United States<br>政策名称：US-Kazakhstan Memorandum of Understanding on Critical Minerals Cooperation<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.state.gov/releases/office-of-the-spokesperson/2025/11/a-new-era-in-u-s-kazakhstan-relations,https://www.state.gov/releases/office-of-the-spokesperson/2025/11/a-new-era-in-u-s-kazakhstan-relations,https://www.state.gov/releases/office-of-the-spokesperson/2025/11/a-new-era-in-u-s-kazakhstan-relations,0.45
timeline_policy_australia_critical_minerals_strategic_reserve_2025,policy_australia_critical_minerals_strategic_reserve_2025,Australia,Critical Minerals Strategic Reserve,2025,其他政策约束,unknown,unknown,中,0.45,0.4,0.7,0.522,False,False,policy_compliance,neutral,Australia｜unknown｜中,国家：Australia<br>政策名称：Critical Minerals Strategic Reserve<br>政策类型：unknown<br>生效年份：2025<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.pmc.gov.au/domestic-policy/critical-minerals-strategic-reserve,https://www.pmc.gov.au/domestic-policy/critical-minerals-strategic-reserve,https://www.pmc.gov.au/domestic-policy/critical-minerals-strategic-reserve,0.45
timeline_policy_south_africa_critical_minerals_list_for_south_africa_2025,policy_south_africa_critical_minerals_list_for_south_africa_2025,South Africa,Critical Minerals List for South Africa,2025,战略规划与产业支持,strategic_plan,recycling_support,低,0.38,0.45,0.9,0.514,False,False,policy_compliance,supportive,South Africa｜strategic_plan｜低,国家：South Africa<br>政策名称：Critical Minerals List for South Africa<br>政策类型：strategic_plan<br>生效年份：2025<br>风险等级：低<br>风险分数：0.38<br>影响维度：policy_compliance<br>来源：https://www.gov.za/sites/default/files/gcis_document/202505/critical-minerals-and-metals-strategy-south-africa-2025.pdf,https://www.gov.za/sites/default/files/gcis_document/202505/critical-minerals-and-metals-strategy-south-africa-2025.pdf,https://www.gov.za/sites/default/files/gcis_document/202505/critical-minerals-and-metals-strategy-south-africa-2025.pdf,0.38
